date,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M_RANGE,WS10M,WD10M,WS10M_MAX,WS10M_MIN
2022-01-11,19.82,16.4,18.11,19.81,11.24,25.57,14.33,11.53,81.67,0.13,101.34,2.16,2.31,349.9,3.84,1.68
2022-01-12,19.63,16.83,18.23,19.95,8.01,24.13,16.12,11.85,85.06,3.73,101.32,3.74,2.2,350.9,4.03,0.29
2022-01-13,18.6,15.68,17.14,18.54,7.98,23.12,15.14,10.99,83.88,5.21,101.46,1.42,1.81,319.7,2.46,1.04
2022-01-14,17.21,12.69,14.95,17.33,9.18,21.8,12.62,9.05,76.62,0.39,101.51,2.66,2.7,10.0,4.2,1.54
2022-01-15,17.54,12.35,14.94,17.79,11.05,24.12,13.07,8.87,73.98,0.1,101.42,2.4,2.53,329.2,3.94,1.54
2022-01-16,16.81,12.51,14.66,16.91,11.78,23.35,11.57,8.92,77.77,0.04,101.61,2.49,3.88,321.5,4.94,2.45
2022-01-17,16.92,12.49,14.71,16.92,14.08,24.35,10.27,8.91,77.36,0.0,101.67,3.38,2.47,339.0,3.89,0.51
2022-01-18,17.16,13.34,15.25,17.31,12.38,24.19,11.81,9.44,79.84,0.0,101.44,2.68,2.04,296.6,3.08,0.4
2022-01-19,18.29,13.25,15.77,18.07,9.01,23.79,14.78,9.4,73.85,0.0,101.23,1.99,1.6,272.2,2.55,0.56
2022-01-20,17.32,13.44,15.38,17.22,8.96,22.39,13.43,9.54,79.31,0.0,101.0,2.1,1.84,271.5,2.55,0.45
2022-01-21,17.71,10.8,14.26,16.56,10.95,23.27,12.32,8.02,65.88,0.0,101.07,1.9,1.33,267.4,2.17,0.27
2022-01-22,18.52,11.22,14.87,17.3,11.89,24.18,12.29,8.26,63.86,0.0,100.99,1.92,1.18,91.9,2.08,0.16
2022-01-23,18.35,12.83,15.59,18.41,12.61,25.17,12.56,9.19,72.05,0.34,100.99,2.71,1.91,87.9,2.91,0.2
2022-01-24,17.57,14.88,16.23,17.99,7.56,22.05,14.49,10.48,85.13,4.92,101.04,1.99,1.95,109.7,2.92,0.93
2022-01-25,18.64,14.58,16.61,18.38,7.59,22.73,15.14,10.28,78.43,2.11,101.04,2.44,1.63,19.4,2.97,0.53
2022-01-26,18.59,13.91,16.25,18.31,10.77,24.07,13.3,9.83,75.78,1.74,101.13,2.23,1.48,321.2,2.37,0.14
2022-01-27,17.14,12.95,15.05,17.43,9.67,22.39,12.72,9.25,77.92,4.68,101.22,2.59,2.58,314.0,3.91,1.32
2022-01-28,14.42,8.88,11.65,14.59,11.65,20.86,9.21,7.01,72.14,0.51,101.43,2.29,3.02,295.3,4.26,1.97
2022-01-29,14.24,9.16,11.7,14.46,11.78,20.72,8.94,7.16,73.63,0.0,101.4,1.59,2.3,310.5,3.15,1.56
2022-01-30,15.06,9.15,12.11,14.91,12.81,21.82,9.01,7.17,70.88,0.0,101.15,1.78,2.28,282.9,2.98,1.2
2022-01-31,16.6,9.14,12.87,15.25,11.28,22.4,11.12,7.18,62.65,0.0,101.11,2.62,1.31,209.7,2.93,0.31
2022-02-01,17.11,12.18,14.64,16.44,12.47,23.4,10.93,8.81,74.44,0.15,100.93,3.12,2.92,199.6,4.12,1.0
2022-02-02,18.26,10.67,14.46,16.7,11.4,24.33,12.93,7.96,64.03,0.21,101.14,2.71,1.58,285.4,3.03,0.32
2022-02-03,18.08,12.38,15.23,17.83,13.39,25.19,11.8,8.96,70.99,0.16,101.19,1.18,2.56,127.4,2.98,1.8
2022-02-04,18.58,14.43,16.5,18.28,10.91,24.33,13.42,10.2,78.37,11.35,101.0,2.79,3.07,143.0,4.54,1.75
2022-02-05,17.04,12.14,14.59,17.24,10.63,22.38,11.75,8.85,75.77,12.49,101.03,3.02,3.63,278.2,5.18,2.16
2022-02-06,15.35,9.75,12.55,15.26,10.77,21.83,11.06,7.44,71.49,13.06,101.47,2.85,1.91,314.2,3.08,0.23
2022-02-07,14.95,9.06,12.0,15.02,12.61,21.7,9.09,7.1,70.15,0.0,101.45,0.92,2.59,332.9,3.06,2.14
2022-02-08,16.8,9.62,13.21,15.67,12.01,22.96,10.95,7.39,64.21,0.0,101.34,1.75,1.88,339.7,2.81,1.06
2022-02-09,18.14,10.46,14.3,16.81,12.92,24.18,11.26,7.82,62.3,0.0,101.42,2.26,1.7,6.1,2.66,0.4
2022-02-10,18.28,13.14,15.71,18.03,11.92,23.98,12.06,9.41,73.24,0.24,101.28,2.35,2.01,15.9,3.01,0.66
2022-02-11,18.29,12.96,15.63,18.35,10.93,24.41,13.48,9.26,73.48,0.23,101.25,2.54,2.51,310.7,3.79,1.25
2022-02-12,16.86,9.47,13.17,16.28,11.02,23.54,12.52,7.32,64.48,0.01,101.27,3.46,2.19,321.5,3.62,0.16
2022-02-13,16.95,10.16,13.55,16.79,15.12,25.0,9.88,7.69,66.85,0.0,101.12,1.76,3.11,357.6,4.05,2.29
2022-02-14,17.4,10.43,13.92,17.49,15.17,25.62,10.45,7.82,67.56,0.0,101.09,2.61,2.44,320.5,3.23,0.62
2022-02-15,18.13,9.94,14.04,17.84,14.24,25.75,11.51,7.58,63.0,0.0,101.04,2.69,1.96,306.6,3.06,0.37
2022-02-16,18.43,9.73,14.08,17.59,12.8,25.36,12.56,7.48,59.64,0.0,100.86,1.75,1.93,302.9,3.06,1.31
2022-02-17,18.94,9.42,14.18,17.67,14.07,25.98,11.91,7.33,55.72,0.0,100.88,1.95,2.15,326.9,3.01,1.06
2022-02-18,19.33,8.72,14.02,17.82,13.54,25.98,12.44,6.98,52.24,0.0,101.04,2.39,2.1,325.5,3.07,0.68
2022-02-19,19.47,8.77,14.12,18.19,12.65,26.55,13.9,7.01,52.18,0.0,101.08,4.48,2.52,276.1,4.97,0.49
2022-02-20,18.88,12.62,15.75,19.12,14.26,26.73,12.47,9.12,70.3,1.91,100.79,3.83,2.87,216.7,4.65,0.82
2022-02-21,19.32,12.63,15.97,19.38,13.45,26.41,12.96,9.09,69.12,1.83,100.85,2.93,2.51,58.6,3.64,0.71
2022-02-22,20.62,12.33,16.48,20.25,14.1,27.35,13.25,8.86,61.75,1.13,101.3,2.54,1.68,106.6,2.95,0.41
2022-02-23,21.77,14.1,17.93,21.82,12.95,28.25,15.3,9.94,63.46,0.06,101.5,2.08,2.01,165.4,2.8,0.72
2022-02-24,22.39,15.72,19.05,22.25,14.3,29.53,15.23,11.02,68.37,0.01,101.47,1.55,2.08,176.2,2.88,1.33
2022-02-25,22.5,16.9,19.7,22.91,11.49,28.66,17.17,11.88,72.65,1.96,101.45,1.43,1.85,106.8,2.34,0.91
2022-02-26,22.67,16.73,19.7,23.35,13.37,30.1,16.73,11.75,72.29,0.85,101.49,2.82,2.3,3.4,2.98,0.16
2022-02-27,23.31,14.52,18.92,23.04,12.87,29.53,16.66,10.21,60.6,0.0,101.39,2.14,1.85,14.0,2.76,0.62
2022-02-28,23.78,16.08,19.93,23.47,12.91,30.08,17.17,11.31,63.96,0.4,101.26,3.65,2.42,237.1,4.01,0.36
2022-03-01,23.24,13.62,18.43,23.04,13.25,30.36,17.11,9.72,58.92,0.09,101.38,2.83,2.63,334.6,3.96,1.13
2022-03-02,22.54,12.43,17.48,22.5,14.76,30.26,15.5,8.92,55.38,0.0,101.33,1.87,3.08,339.7,3.98,2.11
2022-03-03,23.25,11.98,17.62,22.65,15.05,30.96,15.91,8.68,51.88,0.0,101.28,2.88,2.61,334.8,4.23,1.35
2022-03-04,23.71,11.48,17.6,22.62,13.98,30.6,16.62,8.4,49.15,0.0,101.18,3.33,2.02,295.8,4.03,0.7
2022-03-05,23.86,12.68,18.27,23.25,15.08,31.55,16.47,9.09,52.32,0.0,101.06,3.34,2.14,286.9,3.87,0.53
2022-03-06,24.28,12.64,18.46,23.98,14.15,32.08,17.93,9.07,50.77,0.0,101.06,2.45,2.7,7.1,3.66,1.21
2022-03-07,24.58,13.32,18.95,24.85,17.48,33.88,16.4,9.49,54.25,0.0,101.02,2.7,2.39,357.8,3.32,0.62
2022-03-08,25.18,12.81,18.99,25.05,14.12,33.43,19.31,9.2,49.3,0.0,100.88,2.4,1.89,304.8,2.97,0.57
2022-03-09,25.26,13.54,19.4,25.27,14.83,33.67,18.84,9.63,51.2,0.0,100.89,1.91,2.1,311.5,3.16,1.25
2022-03-10,24.97,11.32,18.14,25.0,15.73,33.86,18.13,8.35,46.04,0.0,100.87,2.24,1.97,313.8,3.28,1.04
2022-03-11,25.07,11.79,18.43,24.92,15.0,33.23,18.23,8.6,46.16,0.0,100.83,2.1,2.1,301.2,2.76,0.66
2022-03-12,25.23,11.3,18.26,24.97,14.65,33.56,18.91,8.34,44.19,0.0,100.76,2.24,2.6,322.4,3.57,1.33
2022-03-13,25.46,12.33,18.89,25.73,15.79,33.94,18.15,8.92,47.45,0.0,100.81,1.32,3.03,323.5,3.77,2.45
2022-03-14,26.03,13.15,19.59,26.42,16.57,34.85,18.28,9.42,48.71,0.0,100.75,1.18,2.98,315.9,3.59,2.41
2022-03-15,26.84,12.94,19.89,26.77,16.36,35.36,19.0,9.32,45.58,0.0,100.52,1.49,2.49,304.7,3.04,1.55
2022-03-16,27.21,12.92,20.07,26.9,16.27,35.56,19.29,9.31,44.58,0.0,100.47,1.65,1.89,230.4,2.8,1.15
2022-03-17,28.08,13.96,21.02,27.6,16.96,35.98,19.02,10.08,48.54,0.0,100.63,2.55,1.23,216.3,2.85,0.3
2022-03-18,28.2,14.41,21.31,28.05,16.88,36.71,19.83,10.27,45.9,0.0,100.63,1.7,2.08,279.6,2.6,0.9
2022-03-19,28.08,14.36,21.22,28.42,17.34,37.03,19.69,10.24,46.59,0.0,100.45,2.29,2.45,233.4,3.58,1.29
2022-03-20,27.01,15.67,21.34,28.07,15.98,35.62,19.64,11.14,54.08,0.0,100.41,2.32,3.26,196.2,4.45,2.13
2022-03-21,26.6,15.45,21.02,27.77,17.9,35.95,18.05,11.08,56.86,0.0,100.55,2.49,2.78,173.3,4.29,1.8
2022-03-22,28.38,18.62,23.5,29.49,15.58,36.47,20.89,13.44,59.49,0.0,100.57,1.7,2.53,191.6,3.31,1.61
2022-03-23,29.83,16.69,23.26,30.64,15.42,37.89,22.47,11.9,48.92,0.0,100.5,3.3,2.04,229.9,3.49,0.19
2022-03-24,29.28,18.2,23.74,30.05,14.21,37.15,22.94,13.12,55.27,0.21,100.4,3.19,5.25,208.8,6.8,3.61
2022-03-25,28.81,21.16,24.99,29.51,13.14,36.18,23.04,15.78,67.92,0.63,100.47,3.76,5.99,196.5,7.92,4.16
2022-03-26,29.17,22.04,25.6,30.13,12.11,36.34,24.23,16.61,69.37,2.64,100.6,4.46,5.18,190.1,6.97,2.51
2022-03-27,28.92,21.25,25.08,30.24,12.37,35.76,23.39,15.83,67.59,1.31,100.83,2.28,3.46,176.2,4.66,2.38
2022-03-28,28.47,20.42,24.45,29.89,11.97,34.88,22.91,15.06,65.87,2.91,100.75,4.24,2.94,158.3,5.42,1.18
2022-03-29,28.18,21.52,24.85,29.32,10.71,34.47,23.76,16.09,70.44,6.09,100.62,3.24,4.36,161.2,6.22,2.98
2022-03-30,28.29,21.91,25.1,29.52,11.11,34.46,23.35,16.43,71.27,4.89,100.68,3.04,3.68,151.9,5.72,2.68
2022-03-31,29.58,22.07,25.83,30.72,12.26,36.44,24.18,16.62,67.78,1.21,100.67,4.16,4.71,178.7,6.73,2.57
2022-04-01,29.86,22.43,26.14,30.81,12.08,36.49,24.41,16.96,67.52,1.96,100.66,2.79,5.43,181.6,6.54,3.75
2022-04-02,29.43,22.17,25.8,30.65,10.85,35.57,24.72,16.68,67.86,2.94,100.88,2.16,3.74,163.3,4.62,2.46
2022-04-03,29.27,21.54,25.41,30.53,11.96,35.68,23.72,16.03,66.12,0.68,100.81,6.5,4.74,186.6,8.02,1.52
2022-04-04,29.71,21.0,25.35,30.61,13.13,37.25,24.12,15.55,63.43,1.29,100.79,3.93,6.64,191.7,8.24,4.31
2022-04-05,29.42,21.12,25.27,30.43,13.05,36.67,23.62,15.63,64.99,3.88,100.99,3.77,4.69,191.0,6.44,2.67
2022-04-06,29.55,21.44,25.49,30.84,13.19,36.54,23.35,15.93,65.61,2.32,101.02,2.96,3.68,174.3,5.09,2.13
2022-04-07,30.71,20.32,25.51,31.93,14.09,38.05,23.96,14.93,58.22,0.0,100.93,2.57,2.65,176.2,3.7,1.13
2022-04-08,30.65,17.68,24.16,31.87,14.63,38.1,23.47,12.64,49.45,0.0,100.72,3.66,3.51,192.5,5.3,1.64
2022-04-09,30.62,19.67,25.14,32.04,14.47,37.99,23.52,14.4,56.61,0.23,100.62,3.27,3.9,176.9,5.92,2.65
2022-04-10,30.56,20.62,25.59,31.87,14.01,37.96,23.95,15.32,60.51,3.43,100.54,4.58,3.86,164.9,6.52,1.94
2022-04-11,31.1,21.93,26.51,32.35,13.34,38.39,25.05,16.55,62.27,2.4,100.39,4.44,3.92,181.8,5.79,1.35
2022-04-12,30.78,22.34,26.56,32.13,11.83,37.22,25.39,16.97,64.45,3.42,100.44,4.62,3.22,168.7,5.69,1.07
2022-04-13,31.17,22.02,26.6,32.29,13.27,38.34,25.07,16.65,62.14,3.22,100.3,3.96,4.6,187.9,6.97,3.01
2022-04-14,31.2,21.88,26.54,32.18,13.41,38.95,25.54,16.57,62.01,1.64,100.12,4.73,5.77,183.8,8.22,3.49
2022-04-15,32.0,21.14,26.57,32.99,14.89,40.93,26.04,16.04,59.08,0.56,100.09,4.7,6.19,188.6,8.53,3.83
2022-04-16,30.88,23.11,26.99,32.15,11.88,37.36,25.48,17.77,66.46,1.05,100.19,2.62,5.92,176.9,7.21,4.59
2022-04-17,31.1,21.85,26.48,32.32,12.1,37.83,25.73,16.49,61.53,1.55,100.31,2.81,5.7,165.1,6.99,4.18
2022-04-18,31.2,21.72,26.46,32.86,13.63,38.49,24.86,16.33,61.57,1.87,100.53,3.27,3.96,148.2,5.71,2.44
2022-04-19,31.07,22.22,26.65,32.39,12.64,37.94,25.3,16.78,63.01,6.48,100.64,4.11,4.25,164.4,6.64,2.53
2022-04-20,28.85,22.15,25.5,29.7,8.97,34.08,25.11,16.75,69.95,13.63,100.68,2.85,3.06,151.4,4.64,1.79
2022-04-21,28.39,21.49,24.94,29.89,10.1,33.41,23.31,15.99,68.11,8.56,100.68,2.33,1.82,136.4,3.06,0.73
2022-04-22,29.79,22.25,26.02,30.82,11.06,36.11,25.05,16.85,67.83,7.62,100.62,2.99,3.57,175.4,5.53,2.54
2022-04-23,29.5,23.65,26.58,30.34,11.13,35.99,24.86,18.33,74.02,22.72,100.51,4.4,3.82,185.3,6.5,2.1
2022-04-24,30.51,23.26,26.89,31.27,13.25,38.17,24.92,17.97,69.77,12.45,100.29,3.58,4.52,190.9,6.7,3.12
2022-04-25,31.24,22.78,27.01,32.26,13.66,38.74,25.08,17.54,66.14,0.72,100.29,3.75,4.33,184.8,6.73,2.98
2022-04-26,31.51,23.37,27.44,32.66,13.19,38.88,25.69,18.11,66.83,2.21,100.35,3.03,4.26,174.1,5.85,2.82
2022-04-27,31.0,23.77,27.39,31.85,11.88,37.78,25.9,18.5,69.01,7.05,100.37,3.18,4.61,168.7,6.21,3.03
2022-04-28,31.63,23.0,27.32,32.82,13.27,38.82,25.55,17.67,64.57,0.59,100.47,3.33,2.44,150.1,3.68,0.35
2022-04-29,32.1,22.74,27.42,33.32,13.48,39.06,25.58,17.39,61.99,1.25,100.4,3.94,2.7,168.4,5.56,1.62
2022-04-30,31.26,22.76,27.01,32.31,12.11,38.14,26.03,17.43,64.42,3.3,100.39,2.01,3.31,149.5,4.25,2.24
2022-05-01,31.51,20.89,26.2,33.03,12.7,37.95,25.25,15.54,57.07,0.57,100.31,3.6,1.93,142.0,4.17,0.57
2022-05-02,31.03,21.0,26.01,32.2,12.17,37.78,25.61,15.6,58.1,1.82,100.35,2.95,3.0,185.8,4.83,1.88
2022-05-03,29.41,22.21,25.81,30.4,9.52,34.74,25.22,16.76,67.62,11.52,100.52,3.03,3.37,168.1,4.55,1.52
2022-05-04,28.3,22.12,25.21,29.57,9.92,33.91,23.99,16.68,72.1,12.6,100.68,1.89,2.01,165.8,2.93,1.04
2022-05-05,28.85,22.95,25.9,29.88,8.0,33.17,25.17,17.53,72.23,7.92,100.53,2.69,1.78,163.0,3.36,0.67
2022-05-06,29.45,22.61,26.03,30.45,10.26,34.5,24.24,17.18,69.08,13.67,100.49,2.77,1.79,172.9,3.46,0.69
2022-05-07,30.74,21.68,26.21,31.57,10.18,36.03,25.85,16.26,60.97,4.54,100.44,1.65,1.04,88.9,1.77,0.12
2022-05-08,30.63,21.84,26.23,31.7,11.77,36.74,24.97,16.43,62.8,1.97,100.39,2.15,2.13,178.7,3.27,1.12
2022-05-09,29.23,23.1,26.17,30.07,9.34,34.73,25.39,17.74,72.47,8.41,100.5,3.26,3.77,173.9,5.21,1.95
2022-05-10,27.94,24.37,26.16,28.72,7.64,32.48,24.84,19.09,82.0,18.99,100.5,3.14,3.18,176.6,4.4,1.26
2022-05-11,28.56,25.31,26.94,29.06,7.05,32.37,25.32,20.24,83.72,32.29,100.37,3.48,4.72,188.0,5.84,2.36
2022-05-12,29.44,25.5,27.47,29.89,7.64,33.79,26.15,20.5,80.9,17.57,100.26,2.31,4.97,197.4,5.87,3.56
2022-05-13,29.09,26.06,27.58,29.27,6.9,33.2,26.3,21.24,84.59,45.1,100.0,4.14,5.94,192.3,7.85,3.71
2022-05-14,29.52,26.27,27.9,29.65,8.12,34.41,26.29,21.5,83.8,22.6,100.04,2.5,5.92,187.7,6.83,4.33
2022-05-15,29.79,26.33,28.06,29.96,6.95,33.91,26.96,21.52,82.72,3.11,100.29,2.28,5.55,192.7,6.46,4.18
2022-05-16,28.94,26.26,27.6,29.08,5.52,32.21,26.69,21.43,86.06,2.85,100.27,1.58,4.44,173.5,5.07,3.49
2022-05-17,28.61,26.17,27.39,28.65,4.82,31.5,26.68,21.34,87.15,16.13,100.19,1.92,5.0,183.5,6.05,4.13
2022-05-18,27.65,25.17,26.41,27.49,3.95,30.04,26.09,20.09,86.83,19.02,100.33,4.04,4.94,176.8,7.03,2.99
2022-05-19,29.14,26.14,27.64,29.12,7.23,33.37,26.14,21.28,84.92,27.61,100.31,1.79,4.56,175.7,5.46,3.67
2022-05-20,28.54,25.89,27.21,28.57,5.71,31.88,26.17,20.98,86.26,27.51,100.17,1.72,4.24,160.8,5.04,3.32
2022-05-21,27.96,26.32,27.14,27.98,4.64,30.43,25.79,21.61,91.03,50.49,99.83,2.34,3.96,159.0,5.15,2.81
2022-05-22,28.42,25.46,26.94,28.56,6.45,31.71,25.26,20.54,84.68,12.27,99.78,3.86,1.95,205.7,4.39,0.53
2022-05-23,28.51,25.27,26.89,28.79,7.1,32.23,25.13,20.28,83.57,17.29,99.9,0.78,2.23,160.5,2.73,1.95
2022-05-24,29.11,25.14,27.13,29.53,8.41,33.11,24.7,20.07,80.43,4.35,100.21,1.79,1.52,160.9,2.45,0.66
2022-05-25,28.99,25.48,27.23,29.02,5.6,31.92,26.32,20.45,82.04,4.95,100.31,2.23,2.01,214.1,3.57,1.34
2022-05-26,28.74,24.89,26.81,28.97,6.75,32.06,25.31,19.76,80.74,16.71,100.21,2.82,2.56,199.8,3.73,0.91
2022-05-27,28.68,25.21,26.95,28.84,7.13,32.64,25.51,20.19,82.61,8.77,100.01,2.05,3.31,172.9,4.11,2.06
2022-05-28,28.79,25.09,26.94,29.23,7.87,32.89,25.02,20.06,81.84,6.64,99.96,2.78,2.25,155.2,3.5,0.72
2022-05-29,28.16,25.78,26.97,28.37,5.44,31.17,25.73,20.87,87.39,22.87,100.03,1.57,3.08,142.5,3.65,2.08
2022-05-30,27.53,25.57,26.55,27.66,4.61,30.02,25.41,20.61,89.3,16.89,100.05,1.23,2.7,150.3,3.29,2.06
2022-05-31,27.96,25.42,26.69,28.09,5.8,30.97,25.17,20.44,86.61,8.46,99.99,1.11,2.62,155.9,3.29,2.18
2022-06-01,28.1,25.95,27.02,28.17,5.28,30.97,25.69,21.09,88.54,6.48,100.03,1.79,3.49,172.4,4.39,2.6
2022-06-02,28.6,25.59,27.1,28.7,6.1,32.08,25.98,20.64,84.61,4.77,100.07,2.57,3.58,180.1,4.83,2.26
2022-06-03,28.09,26.2,27.15,28.05,4.2,30.55,26.35,21.4,89.68,8.43,100.05,1.9,3.75,177.0,4.64,2.74
2022-06-04,27.97,25.58,26.77,27.89,4.94,30.81,25.87,20.6,87.43,19.18,100.17,2.76,4.02,164.4,5.54,2.78
2022-06-05,28.22,25.77,26.99,28.23,5.86,31.53,25.67,20.82,87.2,7.71,100.22,1.91,3.83,168.4,4.8,2.89
2022-06-06,28.65,26.2,27.42,28.83,6.13,32.1,25.97,21.38,87.19,7.86,100.15,2.12,3.78,173.1,4.84,2.72
2022-06-07,29.02,26.31,27.66,29.09,6.19,32.41,26.22,21.54,86.04,16.08,100.06,2.08,3.9,177.2,4.93,2.85
2022-06-08,28.75,26.63,27.69,28.72,4.4,31.26,26.86,21.98,88.69,22.04,99.99,1.52,3.92,174.1,4.64,3.12
2022-06-09,28.39,26.97,27.68,28.24,3.74,30.46,26.72,22.43,92.1,34.68,99.99,2.62,4.31,170.4,5.93,3.31
2022-06-10,27.18,24.97,26.08,26.95,3.27,28.83,25.56,19.91,88.04,41.26,100.08,1.92,3.62,158.6,4.3,2.38
2022-06-11,28.11,25.95,27.03,28.02,6.28,31.51,25.23,21.1,88.55,0.82,100.06,3.34,4.21,168.2,5.88,2.54
2022-06-12,28.7,26.68,27.69,28.65,5.37,31.68,26.31,22.01,89.17,4.73,100.17,1.35,4.85,167.5,5.44,4.09
2022-06-13,29.15,27.23,28.19,29.02,5.35,32.07,26.72,22.74,89.72,7.96,100.22,2.59,5.26,172.7,6.64,4.05
2022-06-14,28.56,27.1,27.83,28.38,4.03,30.93,26.9,22.57,91.92,10.42,100.18,1.66,4.99,169.7,5.67,4.01
2022-06-15,27.86,26.63,27.25,27.65,2.61,29.35,26.74,21.93,93.02,7.5,100.22,2.4,5.36,169.5,6.55,4.15
2022-06-16,27.3,26.0,26.65,27.04,3.51,29.32,25.81,21.11,92.6,17.99,100.31,4.4,5.78,178.0,8.28,3.88
2022-06-17,27.17,26.12,26.65,26.9,3.13,28.93,25.8,21.25,93.91,49.39,100.34,2.36,5.73,187.4,7.0,4.64
2022-06-18,27.29,25.78,26.53,26.98,3.24,29.33,26.09,20.82,91.57,53.5,100.33,3.89,6.27,195.2,8.84,4.95
2022-06-19,26.88,25.73,26.3,26.71,2.44,28.31,25.87,20.77,93.35,26.07,100.23,3.2,5.77,190.9,7.25,4.05
2022-06-20,27.13,25.78,26.46,27.06,3.78,29.35,25.57,20.89,92.36,19.8,100.03,2.1,4.99,212.9,5.91,3.81
2022-06-21,26.97,25.64,26.3,26.85,3.73,28.96,25.23,20.72,92.45,14.53,99.95,1.92,3.03,183.0,3.9,1.98
2022-06-22,27.7,25.19,26.45,27.8,5.71,30.96,25.25,20.1,86.89,2.83,100.29,1.93,3.38,177.7,4.4,2.47
2022-06-23,27.94,25.98,26.96,28.08,6.34,31.5,25.16,21.07,89.49,14.93,100.36,2.9,4.23,175.9,5.43,2.53
2022-06-24,27.56,26.14,26.84,27.49,4.02,29.81,25.79,21.29,92.03,3.01,100.25,2.78,4.2,158.8,5.72,2.94
2022-06-25,27.97,26.02,26.99,28.15,5.61,31.07,25.46,21.16,89.47,3.26,100.12,3.09,4.29,159.3,5.63,2.54
2022-06-26,27.95,26.11,27.03,28.03,4.87,30.7,25.83,21.25,89.99,4.17,100.29,2.87,4.18,168.7,5.8,2.93
2022-06-27,28.47,26.17,27.32,28.78,6.26,31.77,25.51,21.3,87.83,2.48,100.37,2.79,3.31,191.9,4.62,1.83
2022-06-28,28.31,26.26,27.28,28.51,5.39,31.48,26.09,21.44,89.08,4.62,100.25,2.63,3.75,186.5,5.07,2.44
2022-06-29,28.0,26.26,27.13,28.01,4.06,30.05,25.99,21.47,90.47,8.25,100.14,1.82,2.83,169.6,3.8,1.98
2022-06-30,27.84,26.25,27.05,27.96,3.81,29.97,26.16,21.46,91.22,13.82,100.09,2.37,3.41,169.1,4.74,2.37
2022-07-01,28.58,26.5,27.54,28.82,6.16,32.02,25.86,21.81,88.95,4.55,99.97,2.97,3.72,171.2,5.29,2.32
2022-07-02,28.29,26.24,27.26,28.55,5.28,31.22,25.94,21.5,88.98,3.37,99.86,2.34,3.28,155.1,4.52,2.18
2022-07-03,28.29,26.35,27.32,28.5,5.92,31.7,25.78,21.63,89.58,6.55,99.93,3.12,3.67,159.3,4.82,1.7
2022-07-04,28.38,26.3,27.34,28.73,6.6,32.27,25.67,21.58,88.93,7.25,99.9,3.3,3.71,158.8,5.81,2.51
2022-07-05,28.73,26.29,27.51,29.18,6.78,32.31,25.53,21.55,87.29,0.92,99.97,2.38,3.25,138.8,4.47,2.09
2022-07-06,27.62,26.18,26.9,27.63,3.17,29.41,26.24,21.32,91.9,22.11,100.3,2.5,3.29,135.3,4.45,1.95
2022-07-07,28.14,26.06,27.1,28.32,5.66,31.11,25.45,21.16,88.85,2.01,100.36,2.34,3.05,165.4,4.16,1.82
2022-07-08,28.05,26.03,27.04,28.25,4.91,30.77,25.86,21.16,89.14,2.48,100.19,1.94,3.33,163.2,4.47,2.53
2022-07-09,27.76,25.64,26.7,27.76,5.37,30.66,25.29,20.69,88.64,1.0,100.07,1.81,2.95,160.7,3.57,1.76
2022-07-10,28.43,26.21,27.32,28.63,7.24,32.36,25.12,21.45,88.27,1.87,99.99,3.87,4.38,146.2,6.03,2.16
2022-07-11,27.83,25.88,26.85,27.99,5.08,30.76,25.68,20.99,89.44,3.1,100.11,3.45,4.23,139.0,6.24,2.79
2022-07-12,28.63,26.0,27.32,28.92,6.83,32.38,25.55,21.18,86.34,1.05,99.97,3.52,4.14,127.3,5.76,2.24
2022-07-13,29.11,26.55,27.83,29.3,6.14,32.52,26.38,21.92,86.69,1.65,99.77,3.9,3.96,139.9,6.02,2.12
2022-07-14,29.1,26.75,27.92,29.25,6.45,32.91,26.46,22.18,87.71,3.53,99.83,4.84,4.22,139.2,6.58,1.74
2022-07-15,28.91,26.59,27.75,29.05,5.58,32.15,26.57,21.91,87.7,10.59,100.04,2.37,3.71,148.0,4.86,2.49
2022-07-16,29.06,26.54,27.8,29.36,6.84,32.93,26.09,21.83,86.89,2.51,100.14,3.12,4.14,145.1,5.61,2.49
2022-07-17,29.15,26.7,27.92,29.48,6.2,32.68,26.48,22.0,87.25,6.41,100.29,3.51,4.48,155.0,6.41,2.9
2022-07-18,28.82,26.28,27.55,29.14,6.6,32.47,25.87,21.47,86.86,2.05,100.24,3.39,3.75,179.1,5.36,1.97
2022-07-19,28.61,26.36,27.49,28.87,5.22,31.65,26.43,21.6,88.09,4.75,100.1,2.49,4.14,177.0,5.66,3.17
2022-07-20,28.62,26.81,27.72,28.77,4.93,31.33,26.4,22.2,90.2,8.51,100.09,2.21,3.86,164.1,4.93,2.72
2022-07-21,28.73,26.33,27.53,28.94,5.39,32.02,26.63,21.54,87.33,3.11,100.2,2.53,3.78,150.9,5.17,2.64
2022-07-22,29.0,26.62,27.81,29.26,6.08,32.49,26.41,21.9,87.52,1.43,100.28,2.44,3.92,142.8,5.29,2.85
2022-07-23,28.0,26.18,27.09,28.09,4.73,30.86,26.13,21.33,90.21,14.77,100.3,2.88,3.07,163.8,4.49,1.61
2022-07-24,27.4,25.6,26.5,27.38,3.64,29.36,25.72,20.58,90.07,3.91,100.42,6.07,4.11,157.9,7.44,1.37
